['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '1']
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '35']
0.8
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '36']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '37']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '38']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '39']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '40']
0.5
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '41']
0.95
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '42']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '43']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '44']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '45']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '46']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '47']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '48']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '49']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '50']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '51']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '52']
0.75
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '53']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '54']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '55']
0.85
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '56']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '57']
0.75
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '58']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '59']
0.75
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '60']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '61']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '62']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '63']
0.9
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '64']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '65']
0.85
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '66']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '67']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '68']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '69']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '70']
0.85
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '71']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '72']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '73']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '74']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '75']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '76']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '77']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '78']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '79']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '80']
0.8
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '81']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '82']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '83']
0.85
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '84']
0.5
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '85']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '86']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '87']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '88']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '89']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '90']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '91']
0.8
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '92']
0.8
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '93']
0.75
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '94']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '95']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '96']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '97']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '98']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '99']
0.75
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '100']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '101']
0.75
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '102']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '103']
0.95
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '104']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '105']
0.5
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '106']
0.85
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '107']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '108']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '109']
0.75
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '110']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '111']
0.35
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '112']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '113']
0.5
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '114']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '115']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '116']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '117']
0.8
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '118']
0.85
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '119']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '120']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '121']
0.45
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '122']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '123']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '124']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '125']
0.6
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '126']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '127']
0.4
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '128']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '129']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '130']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '131']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '132']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '133']
0.55
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '134']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '135']
0.4
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '136']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '137']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '138']
0.7
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '139']
0.15
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '140']
0.65
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '141']
0.75
['identifyMethod.py', 'combine_liner', '0.75', '1', '20', '142']
0.7
